tract,iou,alignment,recurrence_score,image_group,initial_label,label_spread_prediction
tract_8,0.0,0.861,0.0,35_298_364,-1,0
tract_1,0.0,0.259,2.21,35_302_411,0,0
tract_2,0.0,0.052,5.11,35_302_411,0,0
tract_3,0.0,0.524,20.85,35_302_411,1,1
tract_4,0.105,0.707,34.12,35_302_411,1,1
tract_5,0.012,0.399,24.2,35_302_411,1,1
tract_6,0.013,0.117,10.67,35_302_411,0,0
tract_7,0.0,0.36,2.66,35_302_411,0,0
tract_8,0.0,0.896,0.18,35_302_411,0,0
tract_1,0.0,0.985,22.23,35_309_260,1,1
tract_2,0.0,0.276,5.99,35_309_260,0,0
tract_3,0.0,0.942,2.41,35_309_260,0,0
tract_4,0.0,0.591,0.17,35_309_260,0,0
tract_5,0.0,0.934,2.52,35_309_260,0,0
tract_6,0.022,0.145,9.19,35_309_260,0,0
tract_7,0.0,0.952,21.93,35_309_260,1,1
tract_8,0.218,0.965,35.56,35_309_260,1,1
tract_1,0.0,0.976,0.75,35_309_468,-1,0
tract_2,0.0,0.249,1.74,35_309_468,-1,0
tract_3,0.0,0.987,12.0,35_309_468,-1,0
tract_4,0.072,0.309,33.26,35_309_468,-1,1
tract_5,0.155,0.977,31.62,35_309_468,-1,1
tract_6,0.0,0.201,14.07,35_309_468,-1,0
tract_7,0.0,0.964,5.89,35_309_468,-1,0
tract_8,0.0,0.047,0.68,35_309_468,-1,0
tract_1,0.0,0.311,0.0,35_316_352,-1,0
tract_2,0.0,0.036,0.0,35_316_352,-1,0
tract_3,0.0,0.57,0.0,35_316_352,-1,0
tract_4,0.0,0.615,0.0,35_316_352,-1,0
tract_5,0.0,0.476,23.89,35_316_352,-1,1
tract_6,0.08,0.305,53.68,35_316_352,-1,1
tract_7,0.0,0.409,22.43,35_316_352,-1,1
tract_8,0.0,0.87,0.0,35_316_352,-1,0
tract_1,0.0,0.394,19.87,35_331_213,-1,1
tract_2,0.0,0.225,5.36,35_331_213,-1,0
tract_3,0.0,0.123,2.15,35_331_213,-1,0
tract_4,0.0,0.984,0.23,35_331_213,-1,0
tract_5,0.0,0.206,3.4,35_331_213,-1,0
tract_6,0.0,0.004,7.63,35_331_213,-1,0
tract_7,0.052,0.282,29.6,35_331_213,-1,1
tract_8,0.166,0.987,31.77,35_331_213,-1,1
tract_1,0.0,0.606,14.31,35_332_200,-1,1
tract_2,0.0,0.266,2.38,35_332_200,-1,0
tract_3,0.0,0.364,0.96,35_332_200,-1,0
tract_4,0.0,0.996,0.57,35_332_200,-1,0
tract_5,0.0,0.432,5.19,35_332_200,-1,0
tract_6,0.0,0.084,11.64,35_332_200,-1,0
tract_7,0.161,0.476,27.85,35_332_200,-1,1
tract_8,0.115,0.908,37.1,35_332_200,-1,1
tract_1,0.0,0.951,15.03,35_345_231,1,1
tract_2,0.0,0.294,2.5,35_345_231,0,0
tract_3,0.0,0.849,1.0,35_345_231,0,0
tract_4,0.0,0.752,0.52,35_345_231,0,0
tract_5,0.0,0.861,4.7,35_345_231,0,0
tract_6,0.005,0.068,12.03,35_345_231,0,0
tract_7,0.079,0.88,25.26,35_345_231,1,1
tract_8,0.073,0.544,38.96,35_345_231,1,1
tract_1,0.0,0.735,0.55,35_353_475,-1,0
tract_2,0.0,0.116,1.27,35_353_475,-1,0
tract_3,0.0,0.901,8.75,35_353_475,-1,0
tract_4,0.006,0.165,24.24,35_353_475,-1,1
tract_5,0.27,0.647,39.45,35_353_475,-1,1
tract_6,0.0,0.178,17.56,35_353_475,-1,1
tract_7,0.0,0.789,7.34,35_353_475,-1,0
tract_8,0.0,0.513,0.84,35_353_475,-1,0
tract_1,0.0,0.002,0.59,35_354_516,0,0
tract_2,0.0,0.128,1.36,35_354_516,0,0
tract_3,0.0,0.281,9.41,35_354_516,0,0
tract_4,0.007,0.836,26.08,35_354_516,1,1
tract_5,0.072,0.183,37.85,35_354_516,1,1
tract_6,0.0,0.046,16.85,35_354_516,1,1
tract_7,0.0,0.111,7.05,35_354_516,0,0
tract_8,0.0,0.98,0.81,35_354_516,0,0
tract_1,0.0,0.708,0.0,35_357_312,0,0
tract_2,0.0,0.283,0.0,35_357_312,0,0
tract_3,0.0,0.49,0.0,35_357_312,0,0
tract_4,0.0,0.976,0.0,35_357_312,0,0
tract_5,0.0,0.548,23.89,35_357_312,1,1
tract_6,0.032,0.119,53.68,35_357_312,1,1
tract_7,0.0,0.61,22.43,35_357_312,1,1
tract_8,0.0,0.817,0.0,35_357_312,0,0
tract_1,0.0,0.813,0.0,35_360_313,-1,0
tract_2,0.0,0.295,0.0,35_360_313,-1,0
tract_3,0.0,0.629,0.0,35_360_313,-1,0
tract_4,0.0,0.926,0.0,35_360_313,-1,0
tract_5,0.0,0.673,23.89,35_360_313,-1,1
tract_6,0.044,0.193,53.68,35_360_313,-1,1
tract_7,0.0,0.727,22.43,35_360_313,-1,1
tract_8,0.0,0.709,0.0,35_360_313,-1,0
tract_1,0.0,0.843,1.54,35_363_287,0,0
tract_2,0.0,0.165,0.11,35_363_287,0,0
tract_3,0.0,0.965,0.84,35_363_287,0,0
tract_4,0.0,0.042,5.2,35_363_287,0,0
tract_5,0.0,0.904,19.77,35_363_287,1,1
tract_6,0.034,0.153,44.42,35_363_287,1,1
tract_7,0.0,0.878,18.56,35_363_287,1,1
tract_8,0.004,0.332,9.56,35_363_287,0,0
tract_1,0.0,0.9,0.0,35_377_454,-1,0
tract_2,0.0,0.298,0.0,35_377_454,-1,0
tract_3,0.0,0.758,0.0,35_377_454,-1,0
tract_4,0.0,0.844,0.0,35_377_454,-1,0
tract_5,0.17,0.853,60.96,35_377_454,-1,1
tract_6,0.002,0.146,27.69,35_377_454,-1,1
tract_7,0.0,0.829,11.35,35_377_454,-1,1
tract_8,0.0,0.571,0.0,35_377_454,-1,0
tract_1,0.0,0.839,0.0,35_384_177,-1,0
tract_2,0.0,0.163,0.0,35_384_177,-1,0
tract_3,0.0,0.962,0.0,35_384_177,-1,0
tract_4,0.0,0.033,0.0,35_384_177,-1,0
tract_5,0.0,0.901,11.61,35_384_177,-1,0
tract_6,0.0,0.192,26.05,35_384_177,-1,1
tract_7,0.117,0.873,62.34,35_384_177,-1,1
tract_8,0.0,0.355,0.0,35_384_177,-1,0
tract_1,0.0,0.119,23.53,36_215_357,-1,1
tract_2,0.032,0.121,54.58,36_215_357,-1,1
tract_3,0.0,0.165,21.89,36_215_357,-1,1
tract_4,0.0,0.893,0.0,36_215_357,-1,0
tract_5,0.0,0.072,0.0,36_215_357,-1,0
tract_6,0.0,0.022,0.0,36_215_357,-1,0
tract_7,0.0,0.004,0.0,36_215_357,-1,0
tract_8,0.0,0.995,0.0,36_215_357,-1,0
tract_1,0.0,0.692,23.53,36_216_318,-1,1
tract_2,0.008,0.032,54.58,36_216_318,-1,1
tract_3,0.0,0.873,21.89,36_216_318,-1,1
tract_4,0.0,0.205,0.0,36_216_318,-1,0
tract_5,0.0,0.796,0.0,36_216_318,-1,0
tract_6,0.0,0.172,0.0,36_216_318,-1,0
tract_7,0.0,0.752,0.0,36_216_318,-1,0
tract_8,0.0,0.566,0.0,36_216_318,-1,0
tract_1,0.251,0.554,33.71,36_218_179,1,1
tract_2,0.0,0.26,14.53,36_218_179,1,1
tract_3,0.0,0.322,5.84,36_218_179,0,0
tract_4,0.0,0.999,0.62,36_218_179,0,0
tract_5,0.0,0.393,0.85,36_218_179,0,0
tract_6,0.0,0.076,1.91,36_218_179,0,0
tract_7,0.0,0.462,11.84,36_218_179,0,0
tract_8,0.072,0.97,30.7,36_218_179,1,1
tract_1,0.33,0.721,37.97,36_226_167,-1,1
tract_2,0.0,0.278,16.37,36_226_167,-1,1
tract_3,0.0,0.452,6.58,36_226_167,-1,0
tract_4,0.0,0.984,0.7,36_226_167,-1,0
tract_5,0.0,0.513,0.72,36_226_167,-1,0
tract_6,0.0,0.102,1.62,36_226_167,-1,0
tract_7,0.0,0.577,10.04,36_226_167,-1,0
tract_8,0.02,0.897,26.01,36_226_167,-1,1
tract_1,0.0,0.329,2.45,36_245_515,0,0
tract_2,0.0,0.21,5.67,36_245_515,0,0
tract_3,0.0,0.053,23.14,36_245_515,1,1
tract_4,0.04,0.969,37.87,36_245_515,1,1
tract_5,0.0,0.138,22.36,36_245_515,1,1
tract_6,0.0,0.022,5.88,36_245_515,0,0
tract_7,0.0,0.214,2.46,36_245_515,0,0
tract_8,0.0,0.986,0.17,36_245_515,0,0
tract_1,0.0,0.5,2.45,36_249_499,-1,0
tract_2,0.0,0.027,5.67,36_249_499,-1,0
tract_3,0.0,0.729,23.14,36_249_499,-1,1
tract_4,0.046,0.425,37.87,36_249_499,-1,1
tract_5,0.0,0.64,22.36,36_249_499,-1,1
tract_6,0.0,0.14,5.88,36_249_499,-1,0
tract_7,0.0,0.583,2.46,36_249_499,-1,0
tract_8,0.0,0.749,0.17,36_249_499,-1,0
tract_1,0.012,0.507,23.54,36_251_241,1,1
tract_2,0.015,0.286,8.06,36_251_241,0,0
tract_3,0.0,0.249,2.55,36_251_241,0,0
tract_4,0.0,0.998,0.17,36_251_241,0,0
tract_5,0.0,0.325,2.52,36_251_241,0,0
tract_6,0.0,0.062,5.66,36_251_241,0,0
tract_7,0.0,0.396,21.94,36_251_241,1,1
tract_8,0.314,0.709,35.57,36_251_241,1,1
tract_1,0.164,0.849,30.02,36_253_187,-1,1
tract_2,0.0,0.297,12.94,36_253_187,-1,0
tract_3,0.0,0.671,5.2,36_253_187,-1,0
tract_4,0.0,0.904,0.55,36_253_187,-1,0
tract_5,0.0,0.71,0.96,36_253_187,-1,0
tract_6,0.0,0.145,2.16,36_253_187,-1,0
tract_7,0.0,0.761,13.41,36_253_187,-1,0
tract_8,0.087,0.579,34.75,36_253_187,-1,1
tract_1,0.0,0.321,23.53,36_255_304,-1,1
tract_2,0.005,0.082,54.58,36_255_304,-1,1
tract_3,0.0,0.579,21.89,36_255_304,-1,1
tract_4,0.0,0.607,0.0,36_255_304,-1,0
tract_5,0.0,0.484,0.0,36_255_304,-1,0
tract_6,0.0,0.106,0.0,36_255_304,-1,0
tract_7,0.0,0.418,0.0,36_255_304,-1,0
tract_8,0.0,0.851,0.0,36_255_304,-1,0
tract_1,0.0,0.693,22.31,36_256_271,-1,1
tract_2,0.01,0.123,9.21,36_256_271,-1,0
tract_3,0.0,0.874,2.42,36_256_271,-1,0
tract_4,0.0,0.203,0.17,36_256_271,-1,0
tract_5,0.0,0.797,2.53,36_256_271,-1,0
tract_6,0.0,0.171,5.67,36_256_271,-1,0
tract_7,0.0,0.754,22.01,36_256_271,-1,1
tract_8,0.11,0.6,35.68,36_256_271,-1,1
tract_1,0.0,0.137,23.53,36_263_370,1,1
tract_2,0.006,0.173,54.58,36_263_370,1,1
tract_3,0.0,0.148,21.89,36_263_370,1,1
tract_4,0.0,0.901,0.0,36_263_370,0,0
tract_5,0.0,0.055,0.0,36_263_370,0,0
tract_6,0.0,0.021,0.0,36_263_370,0,0
tract_7,0.0,0.022,0.0,36_263_370,0,0
tract_8,0.0,0.996,0.0,36_263_370,0,0
tract_1,0.0,0.15,0.0,36_276_333,-1,0
tract_2,0.0,0.094,0.0,36_276_333,-1,0
tract_3,0.0,0.425,0.0,36_276_333,-1,0
tract_4,0.0,0.738,0.0,36_276_333,-1,0
tract_5,0.0,0.329,23.89,36_276_333,-1,1
tract_6,0.006,0.119,53.68,36_276_333,-1,1
tract_7,0.0,0.257,22.43,36_276_333,-1,1
tract_8,0.0,0.94,0.0,36_276_333,-1,0
tract_1,0.0,0.811,20.33,36_287_219,-1,1
tract_2,0.0,0.295,5.48,36_287_219,-1,0
tract_3,0.0,0.626,2.2,36_287_219,-1,0
tract_4,0.0,0.928,0.22,36_287_219,-1,0
tract_5,0.0,0.67,3.27,36_287_219,-1,0
tract_6,0.001,0.114,7.5,36_287_219,-1,0
tract_7,0.059,0.708,28.5,36_287_219,-1,1
tract_8,0.226,0.587,32.5,36_287_219,-1,1
tract_1,0.0,0.389,1.73,36_294_509,-1,0
tract_2,0.0,0.01,4.01,36_294_509,-1,0
tract_3,0.0,0.637,16.37,36_294_509,-1,1
tract_4,0.032,0.535,26.79,36_294_509,-1,1
tract_5,0.025,0.529,37.02,36_294_509,-1,1
tract_6,0.0,0.121,9.73,36_294_509,-1,0
tract_7,0.0,0.481,4.07,36_294_509,-1,0
tract_8,0.0,0.826,0.28,36_294_509,-1,0
tract_1,0.0,0.441,0.0,36_306_354,-1,0
tract_2,0.0,0.235,0.0,36_306_354,-1,0
tract_3,0.0,0.174,0.0,36_306_354,-1,0
tract_4,0.0,0.992,0.0,36_306_354,-1,0
tract_5,0.0,0.254,23.89,36_306_354,-1,1
tract_6,0.104,0.476,53.68,36_306_354,-1,1
tract_7,0.0,0.328,22.43,36_306_354,-1,1
tract_8,0.0,0.961,0.0,36_306_354,-1,0
tract_1,0.0,0.966,0.65,36_336_405,0,0
tract_2,0.0,0.29,0.05,36_336_405,0,0
tract_3,0.0,0.88,2.0,36_336_405,0,0
tract_4,0.036,0.714,12.47,36_336_405,0,0
tract_5,0.074,0.908,27.57,36_336_405,1,1
tract_6,0.257,0.982,37.53,36_336_405,1,1
tract_7,0.0,0.916,15.68,36_336_405,1,1
tract_8,0.0,0.382,4.04,36_336_405,0,0
tract_1,0.0,0.761,0.76,36_346_394,-1,0
tract_2,0.0,0.289,0.05,36_346_394,-1,0
tract_3,0.0,0.558,1.46,36_346_394,-1,0
tract_4,0.02,0.957,9.08,36_346_394,-1,0
tract_5,0.012,0.598,21.61,36_346_394,-1,1
tract_6,0.259,0.848,43.94,36_346_394,-1,1
tract_7,0.0,0.668,18.36,36_346_394,-1,1
tract_8,0.0,0.768,4.73,36_346_394,-1,0
tract_1,0.0,0.685,21.16,36_349_273,-1,1
tract_2,0.0,0.279,5.71,36_349_273,-1,0
tract_3,0.0,0.461,2.29,36_349_273,-1,0
tract_4,0.0,0.982,0.16,36_349_273,-1,0
tract_5,0.0,0.521,2.4,36_349_273,-1,0
tract_6,0.012,0.047,13.56,36_349_273,-1,1
tract_7,0.0,0.585,20.88,36_349_273,-1,1
tract_8,0.05,0.898,33.84,36_349_273,-1,1
tract_1,0.0,0.222,0.63,36_352_495,0,0
tract_2,0.0,0.185,1.45,36_352_495,0,0
tract_3,0.0,0.06,10.01,36_352_495,0,0
tract_4,0.031,0.939,27.74,36_352_495,1,1
tract_5,0.178,0.474,36.41,36_352_495,1,1
tract_6,0.0,0.001,16.21,36_352_495,1,1
tract_7,0.0,0.107,6.78,36_352_495,0,0
tract_8,0.0,0.997,0.78,36_352_495,0,0
tract_1,0.0,0.979,0.0,36_357_308,-1,0
tract_2,0.0,0.254,0.0,36_357_308,-1,0
tract_3,0.0,0.982,0.0,36_357_308,-1,0
tract_4,0.0,0.455,0.0,36_357_308,-1,0
tract_5,0.0,0.959,23.89,36_357_308,-1,1
tract_6,0.052,0.206,53.68,36_357_308,-1,1
tract_7,0.0,0.965,22.43,36_357_308,-1,1
tract_8,0.0,0.077,0.0,36_357_308,-1,0
tract_1,0.0,0.402,0.0,36_376_297,-1,0
tract_2,0.0,0.006,0.0,36_376_297,-1,0
tract_3,0.0,0.649,0.0,36_376_297,-1,0
tract_4,0.0,0.534,0.0,36_376_297,-1,0
tract_5,0.0,0.556,23.89,36_376_297,-1,1
tract_6,0.025,0.162,53.68,36_376_297,-1,1
tract_7,0.0,0.494,22.43,36_376_297,-1,1
tract_8,0.0,0.817,0.0,36_376_297,-1,0
tract_1,0.0,0.281,0.0,36_382_350,0,0
tract_2,0.0,0.199,0.0,36_382_350,0,0
tract_3,0.0,0.001,0.0,36_382_350,0,0
tract_4,0.0,0.955,0.0,36_382_350,0,0
tract_5,0.0,0.09,23.89,36_382_350,1,1
tract_6,0.003,0.027,53.68,36_382_350,1,1
tract_7,0.0,0.165,22.43,36_382_350,1,1
tract_8,0.0,0.993,0.0,36_382_350,0,0
tract_1,0.0,0.811,2.96,37_214_457,0,0
tract_2,0.004,0.322,7.22,37_214_457,0,0
tract_3,0.078,0.647,27.99,37_214_457,1,1
tract_4,0.372,0.965,34.06,37_214_457,1,1
tract_5,0.0,0.67,20.12,37_214_457,1,1
tract_6,0.0,0.136,5.29,37_214_457,0,0
tract_7,0.0,0.724,2.21,37_214_457,0,0
tract_8,0.0,0.712,0.15,37_214_457,0,0
tract_1,0.0,0.911,19.47,37_216_299,-1,1
tract_2,0.053,0.182,45.17,37_216_299,-1,1
tract_3,0.0,0.775,18.12,37_216_299,-1,1
tract_4,0.0,0.829,4.44,37_216_299,-1,0
tract_5,0.0,0.8,0.64,37_216_299,-1,0
tract_6,0.0,0.165,0.12,37_216_299,-1,0
tract_7,0.0,0.842,1.72,37_216_299,-1,0
tract_8,0.006,0.586,10.32,37_216_299,-1,1
tract_1,0.0,0.46,2.75,37_217_485,0,0
tract_2,0.0,0.239,6.37,37_217_485,0,0
tract_3,0.026,0.204,25.98,37_217_485,1,1
tract_4,0.227,0.988,35.76,37_217_485,1,1
tract_5,0.0,0.275,21.12,37_217_485,1,1
tract_6,0.0,0.051,5.55,37_217_485,0,0
tract_7,0.0,0.347,2.32,37_217_485,0,0
tract_8,0.0,0.954,0.16,37_217_485,0,0
tract_1,0.0,0.985,23.53,37_220_325,1,1
tract_2,0.08,0.309,54.58,37_220_325,1,1
tract_3,0.0,0.964,21.89,37_220_325,1,1
tract_4,0.0,0.527,0.0,37_220_325,0,0
tract_5,0.0,0.949,0.0,37_220_325,0,0
tract_6,0.0,0.199,0.0,37_220_325,0,0
tract_7,0.0,0.961,0.0,37_220_325,0,0
tract_8,0.0,0.158,0.0,37_220_325,0,0
tract_1,0.0,0.619,20.06,37_222_256,-1,1
tract_2,0.031,0.176,18.39,37_222_256,-1,1
tract_3,0.0,0.822,2.17,37_222_256,-1,0
tract_4,0.0,0.299,0.15,37_222_256,-1,0
tract_5,0.0,0.74,2.27,37_222_256,-1,0
tract_6,0.0,0.16,5.1,37_222_256,-1,0
tract_7,0.0,0.69,19.78,37_222_256,-1,1
tract_8,0.076,0.328,32.07,37_222_256,-1,1
tract_1,0.0,0.844,2.96,37_235_519,0,0
tract_2,0.0,0.297,6.85,37_235_519,0,0
tract_3,0.007,0.673,27.96,37_235_519,1,1
tract_4,0.034,0.904,34.28,37_235_519,1,1
tract_5,0.0,0.711,20.25,37_235_519,1,1
tract_6,0.0,0.145,5.32,37_235_519,0,0
tract_7,0.0,0.762,2.23,37_235_519,0,0
tract_8,0.0,0.667,0.15,37_235_519,0,0
tract_1,0.0,0.348,2.45,37_240_515,0,0
tract_2,0.0,0.024,5.67,37_240_515,0,0
tract_3,0.0,0.602,23.14,37_240_515,1,1
tract_4,0.026,0.58,37.87,37_240_515,1,1
tract_5,0.0,0.508,22.36,37_240_515,1,1
tract_6,0.0,0.113,5.88,37_240_515,0,0
tract_7,0.0,0.444,2.46,37_240_515,0,0
tract_8,0.0,0.85,0.17,37_240_515,0,0
tract_1,0.0,0.348,23.53,37_248_324,1,1
tract_2,0.012,0.108,54.58,37_248_324,1,1
tract_3,0.0,0.602,21.89,37_248_324,1,1
tract_4,0.0,0.584,0.0,37_248_324,0,0
tract_5,0.0,0.508,0.0,37_248_324,0,0
tract_6,0.0,0.113,0.0,37_248_324,0,0
tract_7,0.0,0.443,0.0,37_248_324,0,0
tract_8,0.0,0.85,0.0,37_248_324,0,0
tract_1,0.0,0.967,2.35,37_252_417,0,0
tract_2,0.014,0.287,9.65,37_252_417,0,0
tract_3,0.0,0.993,22.17,37_252_417,1,1
tract_4,0.118,0.556,36.27,37_252_417,1,1
tract_5,0.0,0.962,21.42,37_252_417,1,1
tract_6,0.0,0.201,5.63,37_252_417,0,0
tract_7,0.0,0.962,2.36,37_252_417,0,0
tract_8,0.0,0.006,0.16,37_252_417,0,0
tract_1,0.0,0.973,22.53,37_260_274,-1,1
tract_2,0.01,0.265,8.34,37_260_274,-1,0
tract_3,0.0,0.989,2.44,37_260_274,-1,0
tract_4,0.0,0.412,0.17,37_260_274,-1,0
tract_5,0.0,0.961,2.55,37_260_274,-1,0
tract_6,0.0,0.182,5.73,37_260_274,-1,0
tract_7,0.0,0.964,22.22,37_260_274,-1,1
tract_8,0.156,0.97,36.02,37_260_274,-1,1
tract_1,0.0,0.085,2.42,37_267_408,-1,0
tract_2,0.002,0.114,6.68,37_267_408,-1,0
tract_3,0.0,0.364,22.83,37_267_408,-1,1
tract_4,0.085,0.683,37.36,37_267_408,-1,1
tract_5,0.0,0.268,22.06,37_267_408,-1,1
tract_6,0.001,0.072,6.06,37_267_408,-1,0
tract_7,0.0,0.195,2.43,37_267_408,-1,0
tract_8,0.0,0.96,0.16,37_267_408,-1,0
tract_1,0.01,0.692,15.37,37_289_182,-1,0
tract_2,0.0,0.1,2.56,37_289_182,-1,0
tract_3,0.0,0.875,1.03,37_289_182,-1,0
tract_4,0.0,0.201,0.58,37_289_182,-1,0
tract_5,0.0,0.798,5.28,37_289_182,-1,0
tract_6,0.0,0.172,11.85,37_289_182,-1,0
tract_7,0.146,0.8,28.34,37_289_182,-1,1
tract_8,0.09,0.675,35.0,37_289_182,-1,1
tract_1,0.0,0.811,0.77,37_298_394,0,0
tract_2,0.0,0.15,0.05,37_298_394,0,0
tract_3,0.0,0.948,1.07,37_298_394,0,0
tract_4,0.001,0.012,6.64,37_298_394,0,0
tract_5,0.008,0.883,23.49,37_298_394,1,1
tract_6,0.094,0.714,44.56,37_298_394,1,1
tract_7,0.0,0.852,18.62,37_298_394,1,1
tract_8,0.0,0.402,4.8,37_298_394,0,0
tract_1,0.0,0.782,0.68,37_298_403,0,0
tract_2,0.0,0.137,0.05,37_298_403,0,0
tract_3,0.0,0.931,1.9,37_298_403,0,0
tract_4,0.012,0.098,11.83,37_298_403,0,0
tract_5,0.018,0.859,25.42,37_298_403,1,1
tract_6,0.09,0.678,39.4,37_298_403,1,1
tract_7,0.0,0.828,16.47,37_298_403,1,1
tract_8,0.0,0.448,4.24,37_298_403,0,0
tract_1,0.0,0.118,2.01,37_300_394,-1,0
tract_2,0.0,0.159,4.65,37_300_394,-1,0
tract_3,0.0,0.166,18.95,37_300_394,-1,1
tract_4,0.078,0.895,31.02,37_300_394,-1,1
tract_5,0.001,0.065,18.7,37_300_394,-1,1
tract_6,0.044,0.294,22.48,37_300_394,-1,1
tract_7,0.0,0.003,2.06,37_300_394,-1,0
tract_8,0.0,0.995,0.14,37_300_394,-1,0
tract_1,0.0,0.977,0.0,37_308_338,-1,0
tract_2,0.0,0.284,0.0,37_308_338,-1,0
tract_3,0.0,0.911,0.0,37_308_338,-1,0
tract_4,0.0,0.656,0.0,37_308_338,-1,0
tract_5,0.0,0.911,23.89,37_308_338,-1,1
tract_6,0.012,0.048,53.68,37_308_338,-1,1
tract_7,0.0,0.935,22.43,37_308_338,-1,1
tract_8,0.0,0.314,0.0,37_308_338,-1,0
tract_1,0.0,0.984,0.86,37_308_474,0,0
tract_2,0.0,0.277,2.0,37_308_474,0,0
tract_3,0.0,0.938,13.84,37_308_474,1,1
tract_4,0.114,0.496,38.35,37_308_474,1,1
tract_5,0.139,0.965,27.19,37_308_474,1,1
tract_6,0.0,0.194,12.11,37_308_474,0,0
tract_7,0.0,0.95,5.06,37_308_474,0,0
tract_8,0.0,0.246,0.58,37_308_474,0,0
tract_1,0.0,0.898,10.34,37_314_186,-1,1
tract_2,0.0,0.193,1.72,37_314_186,-1,0
tract_3,0.0,0.988,0.69,37_314_186,-1,0
tract_4,0.0,0.159,0.76,37_314_186,-1,0
tract_5,0.0,0.937,6.93,37_314_186,-1,0
tract_6,0.0,0.199,15.55,37_314_186,-1,1
tract_7,0.296,0.854,37.21,37_314_186,-1,1
tract_8,0.031,0.242,26.8,37_314_186,-1,1
tract_1,0.0,0.985,0.0,37_314_535,-1,0
tract_2,0.0,0.276,0.0,37_314_535,-1,0
tract_3,0.0,0.942,0.0,37_314_535,-1,0
tract_4,0.0,0.592,0.0,37_314_535,-1,0
tract_5,0.214,0.985,61.3,37_314_535,-1,1
tract_6,0.0,0.195,27.29,37_314_535,-1,1
tract_7,0.0,0.951,11.41,37_314_535,-1,1
tract_8,0.0,0.235,0.0,37_314_535,-1,0
tract_1,0.0,0.82,17.8,37_317_276,1,1
tract_2,0.0,0.154,4.8,37_317_276,0,0
tract_3,0.0,0.953,1.93,37_317_276,0,0
tract_4,0.0,0.002,0.14,37_317_276,0,0
tract_5,0.0,0.889,2.02,37_317_276,0,0
tract_6,0.031,0.124,27.32,37_317_276,1,1
tract_7,0.0,0.859,17.55,37_317_276,0,0
tract_8,0.039,0.34,28.46,37_317_276,1,1
tract_1,0.0,0.971,0.0,37_321_321,0,0
tract_2,0.0,0.244,0.0,37_321_321,0,0
tract_3,0.0,0.991,0.0,37_321_321,0,0
tract_4,0.0,0.401,0.0,37_321_321,0,0
tract_5,0.0,0.962,23.89,37_321_321,1,1
tract_6,0.003,0.009,53.68,37_321_321,1,1
tract_7,0.0,0.963,22.43,37_321_321,1,1
tract_8,0.0,0.017,0.0,37_321_321,0,0
tract_1,0.0,0.333,0.85,37_324_491,-1,0
tract_2,0.0,0.029,1.97,37_324_491,-1,0
tract_3,0.0,0.589,13.63,37_324_491,-1,0
tract_4,0.059,0.613,37.76,37_324_491,-1,1
tract_5,0.076,0.251,27.7,37_324_491,-1,1
tract_6,0.0,0.11,12.33,37_324_491,-1,0
tract_7,0.0,0.429,5.16,37_324_491,-1,0
tract_8,0.0,0.859,0.59,37_324_491,-1,0
tract_1,0.0,0.584,0.0,37_338_528,-1,0
tract_2,0.0,0.262,0.0,37_338_528,-1,0
tract_3,0.0,0.338,0.0,37_338_528,-1,0
tract_4,0.0,0.998,0.0,37_338_528,-1,0
tract_5,0.272,0.664,61.3,37_338_528,-1,1
tract_6,0.0,0.079,27.29,37_338_528,-1,1
tract_7,0.0,0.477,11.41,37_338_528,-1,1
tract_8,0.0,0.901,0.0,37_338_528,-1,0
tract_1,0.0,0.404,10.47,37_354_176,-1,1
tract_2,0.0,0.005,1.74,37_354_176,-1,0
tract_3,0.0,0.65,0.7,37_354_176,-1,0
tract_4,0.0,0.533,0.76,37_354_176,-1,0
tract_5,0.0,0.558,6.87,37_354_176,-1,0
tract_6,0.0,0.123,15.42,37_354_176,-1,1
tract_7,0.124,0.28,36.9,37_354_176,-1,1
tract_8,0.015,0.778,27.15,37_354_176,-1,1
tract_1,0.0,0.876,0.0,37_356_328,-1,0
tract_2,0.0,0.181,0.0,37_356_328,-1,0
tract_3,0.0,0.979,0.0,37_356_328,-1,0
tract_4,0.0,0.108,0.0,37_356_328,-1,0
tract_5,0.0,0.924,23.89,37_356_328,-1,1
tract_6,0.084,0.282,53.68,37_356_328,-1,1
tract_7,0.0,0.902,22.43,37_356_328,-1,1
tract_8,0.0,0.283,0.0,37_356_328,-1,0
tract_1,0.0,0.894,9.47,37_363_180,-1,0
tract_2,0.0,0.191,1.57,37_363_180,-1,0
tract_3,0.0,0.987,0.63,37_363_180,-1,0
tract_4,0.0,0.151,0.8,37_363_180,-1,0
tract_5,0.0,0.935,7.31,37_363_180,-1,0
tract_6,0.0,0.199,16.41,37_363_180,-1,1
tract_7,0.259,0.837,39.26,37_363_180,-1,1
tract_8,0.002,0.207,24.54,37_363_180,-1,1
tract_1,0.0,0.367,0.64,37_364_445,-1,0
tract_2,0.0,0.219,1.48,37_364_445,-1,0
tract_3,0.0,0.093,10.25,37_364_445,-1,0
tract_4,0.012,0.978,28.42,37_364_445,-1,1
tract_5,0.057,0.227,35.43,37_364_445,-1,1
tract_6,0.001,0.042,16.42,37_364_445,-1,1
tract_7,0.0,0.252,6.6,37_364_445,-1,0
tract_8,0.0,0.979,0.76,37_364_445,-1,0
